image,label,elbow_right,elbow_left,shoulder_right,shoulder_left,hip_right,hip_left,knee_right,knee_left
File63.png,Ardha_Matsyendrasana,159.07,143.39,10.19,32.05,49.83,88.39,83.47,15.53
File64.png,Ardha_Matsyendrasana,179.09,151.88,76.77,4.27,71.54,93.8,152.28,177.75
File65.png,Ardha_Matsyendrasana,162.28,175.86,52.68,16.95,51.55,82.06,10.99,107.8
File66.png,Ardha_Matsyendrasana,79.22,59.07,36.16,69.44,81.5,94.15,75.78,14.03
File67.png,Ardha_Matsyendrasana,166.34,173.73,36.57,28.08,58.27,70.01,44.12,91.88
File68.png,Ardha_Matsyendrasana,169.98,60.49,11.95,60.21,55.63,94.99,110.64,177.14
File69.png,Ardha_Matsyendrasana,172.21,172.92,18.61,45.66,72.59,80.02,83.04,23.09
File7.png,Ardha_Matsyendrasana,38.37,16.65,53.66,60.79,88.42,94.94,18.43,137.62
File70.png,Ardha_Matsyendrasana,73.21,175.62,47.89,45.54,64.9,82.38,72.1,13.83
File71.png,Ardha_Matsyendrasana,176.43,131.1,17.25,28.09,55.98,91.24,93.66,26.27
File72.png,Ardha_Matsyendrasana,148.87,60.94,13.75,38.36,46.68,136.44,22.12,151.96
File73.png,Ardha_Matsyendrasana,177.5,21.2,29.59,28.69,57.91,93.97,84.04,18.97
File74.png,Ardha_Matsyendrasana,169.22,91.94,28.01,55.21,3.21,135.83,56.6,48.91
File75.png,Ardha_Matsyendrasana,155.61,167.62,17.31,26.73,22.13,64.61,33.9,14.6
File76.png,Ardha_Matsyendrasana,171.22,177.48,17.89,40.67,48.42,96.06,71.44,22.48
File77.png,Ardha_Matsyendrasana,165.32,4.73,19.95,2.46,50.04,94.22,75.65,23.57
File8.png,Ardha_Matsyendrasana,176.68,176.34,41.97,46.99,51.31,48.06,69.81,43.78
File9.png,Ardha_Matsyendrasana,177.64,82.76,46.79,40.82,78.81,71.88,20.28,109.52
File1.jpeg,Ardha_Navasana,146.28,135.21,54.45,42.84,43.9,44.94,105.68,108.14
File10.jpeg,Ardha_Navasana,165.44,146.16,42.93,28.07,59.74,59.26,108.72,109.89
File3.jpeg,Ardha_Navasana,164.69,156.37,72.5,64.91,37.75,40.37,125.03,128.03
File4.jpeg,Ardha_Navasana,161.74,158.33,53.4,56.5,29.08,28.39,87.26,95.61
File5.jpeg,Ardha_Navasana,74.13,60.1,13.26,7.13,35.42,33.24,106.36,101.88
File6.jpeg,Ardha_Navasana,158.36,146.49,52.32,45.25,47.84,46.12,95.17,99.02
File9.jpeg,Ardha_Navasana,154.17,145.72,34.91,34.68,58.61,58.36,103.09,107.23
File1.png,Ardha_Pincha_Mayurasana,120.55,140.81,138.29,138.06,75.53,91.04,175.35,171.1
File10.png,Ardha_Pincha_Mayurasana,121.13,125.87,179.84,179.57,45.4,46.53,179.01,178.62
File11.png,Ardha_Pincha_Mayurasana,142.38,90.92,161.01,156.26,71.61,57.78,173.68,173.14
File12.png,Ardha_Pincha_Mayurasana,119.06,86.93,153.22,149.03,67.89,71.28,172.92,174.34
File13.png,Ardha_Pincha_Mayurasana,133.12,110.5,177.82,169.42,53.69,57.32,174.93,178.07
File14.png,Ardha_Pincha_Mayurasana,79.82,81.69,164.2,162.51,47.57,48.18,171.57,177.08
File15.png,Ardha_Pincha_Mayurasana,148.24,144.62,167.66,170.95,42.97,41.42,175.41,175.87
File16.png,Ardha_Pincha_Mayurasana,138.18,83.84,159.44,154.67,43.47,55.1,167.9,175.25
File17.png,Ardha_Pincha_Mayurasana,120.21,143.57,166.46,164.49,43.68,53.08,179.0,176.08
File18.png,Ardha_Pincha_Mayurasana,114.03,150.7,164.1,170.82,55.44,61.45,178.61,176.19
File19.png,Ardha_Pincha_Mayurasana,119.11,107.41,164.36,165.78,53.67,50.02,165.01,165.54
File2.png,Ardha_Pincha_Mayurasana,129.35,110.83,175.98,178.87,49.85,48.22,171.81,171.91
File20.png,Ardha_Pincha_Mayurasana,93.5,93.95,164.71,173.31,59.85,60.66,173.91,179.3
File21.png,Ardha_Pincha_Mayurasana,106.07,152.54,170.72,178.55,49.19,55.6,173.48,171.27
File22.png,Ardha_Pincha_Mayurasana,107.12,139.19,154.36,154.34,66.7,65.78,177.89,179.36
File23.png,Ardha_Pincha_Mayurasana,71.14,94.58,153.74,149.99,51.64,51.58,169.33,167.69
File24.png,Ardha_Pincha_Mayurasana,110.75,125.19,178.16,176.95,42.52,46.21,172.24,173.32
File25.png,Ardha_Pincha_Mayurasana,127.64,137.67,178.08,178.6,48.35,53.48,177.85,179.27
File26.png,Ardha_Pincha_Mayurasana,94.0,81.12,173.8,173.46,58.27,59.31,178.6,179.87
File28.png,Ardha_Pincha_Mayurasana,131.8,114.47,178.35,176.31,42.76,42.12,170.53,171.18
File3.png,Ardha_Pincha_Mayurasana,118.38,124.1,168.84,168.76,48.2,48.81,179.7,178.48
File30.png,Ardha_Pincha_Mayurasana,130.73,125.11,176.04,175.71,47.1,45.5,178.54,179.47
File31.png,Ardha_Pincha_Mayurasana,118.23,138.75,176.98,172.29,51.61,53.49,177.37,176.33
File32.png,Ardha_Pincha_Mayurasana,97.34,63.8,141.87,146.36,68.89,67.63,166.66,165.2
File33.png,Ardha_Pincha_Mayurasana,117.46,107.97,161.45,160.4,38.6,43.81,166.16,178.5
File35.png,Ardha_Pincha_Mayurasana,113.2,126.94,168.6,167.11,55.51,55.86,175.87,176.32
File37.png,Ardha_Pincha_Mayurasana,146.54,123.42,171.13,161.14,58.74,41.79,172.46,179.29
File38.png,Ardha_Pincha_Mayurasana,134.65,78.93,148.73,143.49,68.95,62.46,171.66,165.77
File39.png,Ardha_Pincha_Mayurasana,105.69,118.77,167.8,171.02,47.84,49.19,176.49,177.28
File4.png,Ardha_Pincha_Mayurasana,85.87,114.72,156.42,165.16,51.72,45.85,178.54,175.73
File40.png,Ardha_Pincha_Mayurasana,108.06,99.34,161.71,161.36,54.87,54.72,176.44,176.48
File41.png,Ardha_Pincha_Mayurasana,117.8,124.06,175.9,173.71,51.96,53.58,176.04,178.97
File42.png,Ardha_Pincha_Mayurasana,122.69,140.82,172.56,177.11,56.22,58.54,176.86,177.11
File43.png,Ardha_Pincha_Mayurasana,123.77,131.6,177.74,176.5,52.36,53.44,179.27,177.78
File5.png,Ardha_Pincha_Mayurasana,97.2,115.59,165.53,168.8,46.89,48.5,173.59,169.93
File6.png,Ardha_Pincha_Mayurasana,113.62,104.75,168.02,171.21,51.55,51.26,175.48,176.97
File7.png,Ardha_Pincha_Mayurasana,82.16,92.67,159.48,168.35,43.38,39.46,174.75,173.43
File8.png,Ardha_Pincha_Mayurasana,112.13,131.98,170.23,175.57,61.55,61.69,174.8,176.17
File9.png,Ardha_Pincha_Mayurasana,72.39,84.62,155.05,158.06,57.26,54.24,169.67,165.95
File1.jpeg,Ashta_Chandrasana,164.51,168.42,168.89,169.84,141.6,104.19,167.67,111.47
File10.jpeg,Ashta_Chandrasana,171.52,167.53,179.43,177.53,140.04,90.39,155.12,89.52
File2.jpeg,Ashta_Chandrasana,173.64,178.29,156.97,140.69,104.03,113.46,105.42,168.06
File3.jpeg,Ashta_Chandrasana,161.8,163.23,152.51,157.61,124.33,113.61,104.22,179.6
File4.jpeg,Ashta_Chandrasana,171.11,167.75,167.54,175.07,104.22,135.89,103.11,168.81
File5.jpeg,Ashta_Chandrasana,179.73,170.53,167.62,170.28,84.13,130.04,87.29,170.23
File6.jpeg,Ashta_Chandrasana,168.66,169.02,169.95,169.69,96.62,124.19,98.42,168.58
File7.jpeg,Ashta_Chandrasana,174.53,177.06,172.54,169.49,139.54,108.85,171.72,101.25
File8.png,Ashta_Chandrasana,172.95,170.49,169.4,168.42,86.06,125.31,85.18,164.24
File9.jpeg,Ashta_Chandrasana,170.22,168.05,173.34,175.86,67.23,140.4,54.21,116.51
File1.png,Baddha_Konasana,162.31,163.48,31.12,28.39,75.77,76.27,14.38,16.35
File10.png,Baddha_Konasana,135.85,124.14,8.98,5.55,72.93,102.51,126.09,54.1
File11.png,Baddha_Konasana,174.27,178.15,3.29,4.2,80.39,81.19,18.22,17.75
File12.png,Baddha_Konasana,140.91,163.45,12.62,40.0,100.0,110.92,28.63,23.73
File13.png,Baddha_Konasana,120.37,139.41,176.1,179.85,118.77,121.84,16.0,18.6
File14.png,Baddha_Konasana,171.13,167.58,1.4,2.49,79.09,74.29,14.18,15.41
File15.png,Baddha_Konasana,155.82,150.57,42.37,42.57,125.4,122.72,3.36,2.25
File16.png,Baddha_Konasana,179.56,172.01,1.09,2.67,72.99,79.54,20.25,24.12
File17.png,Baddha_Konasana,173.16,165.74,1.59,4.8,71.66,61.97,12.89,13.27
File18.png,Baddha_Konasana,169.56,166.79,14.56,16.95,73.11,75.68,15.15,15.97
File19.png,Baddha_Konasana,165.37,173.24,33.05,43.71,112.11,118.68,35.95,40.39
File2.png,Baddha_Konasana,179.05,178.14,2.01,1.07,65.21,58.27,12.11,12.93
File20.png,Baddha_Konasana,162.99,172.01,31.24,41.19,110.95,119.62,41.4,34.68
File21.jpg,Baddha_Konasana,142.64,114.12,8.66,22.42,139.03,143.41,69.48,64.31
File23.png,Baddha_Konasana,170.51,171.72,8.38,6.93,75.73,80.5,13.36,17.82
File24.png,Baddha_Konasana,166.52,157.59,43.03,38.33,112.84,107.69,46.0,48.79
File25.png,Baddha_Konasana,172.6,175.62,2.96,4.96,84.16,82.43,16.98,15.98
File26.png,Baddha_Konasana,176.17,165.21,1.26,3.44,77.64,81.8,14.15,15.19
File27.png,Baddha_Konasana,177.03,158.84,3.62,69.27,150.02,41.47,79.61,40.69
File28.png,Baddha_Konasana,169.84,176.92,4.16,4.05,82.59,85.79,16.17,16.4
File29.png,Baddha_Konasana,155.66,173.56,17.31,30.24,131.52,133.41,62.33,64.54
File30.png,Baddha_Konasana,160.4,164.95,10.9,8.39,78.18,81.84,14.57,17.95
File31.png,Baddha_Konasana,124.0,177.09,2.64,59.94,113.95,146.66,44.44,7.57
File32.png,Baddha_Konasana,175.12,168.77,4.45,4.08,82.37,80.75,17.84,14.51
File33.png,Baddha_Konasana,171.88,160.59,36.07,5.58,170.13,106.73,169.69,41.88
File34.png,Baddha_Konasana,122.48,172.92,159.71,149.0,103.96,150.61,47.31,74.13
File36.png,Baddha_Konasana,176.31,175.43,2.17,0.34,66.36,67.39,6.94,7.61
File37.png,Baddha_Konasana,178.36,179.74,49.49,3.04,166.58,113.42,13.32,39.23
File38.png,Baddha_Konasana,161.48,156.86,46.48,47.63,116.54,111.88,24.87,29.16
File39.png,Baddha_Konasana,172.15,170.87,5.2,2.41,64.07,71.52,18.07,17.7
File4.png,Baddha_Konasana,179.34,172.94,1.81,2.2,74.72,82.08,18.51,20.11
File40.png,Baddha_Konasana,145.2,81.6,172.62,156.2,120.15,132.65,43.57,80.07
File41.png,Baddha_Konasana,50.62,77.66,176.75,146.2,134.82,122.52,66.4,37.83
File42.jpg,Baddha_Konasana,89.21,164.61,32.5,54.19,128.48,169.97,59.08,58.27
File43.png,Baddha_Konasana,68.8,66.72,35.14,29.3,80.08,87.62,13.5,15.19
File44.png,Baddha_Konasana,160.21,168.41,0.13,9.48,83.67,86.39,14.25,16.23
File45.png,Baddha_Konasana,169.25,170.17,3.35,3.53,70.58,75.85,19.89,17.68
File46.png,Baddha_Konasana,175.58,175.81,0.09,5.78,77.51,74.84,22.43,22.06
File47.png,Baddha_Konasana,159.79,169.47,8.94,8.01,92.04,93.29,35.91,43.99
File48.png,Baddha_Konasana,168.76,178.96,49.11,5.39,151.17,98.33,40.3,54.23
File49.jpg,Baddha_Konasana,156.72,152.68,11.43,12.69,83.27,87.85,16.2,17.92
File5.png,Baddha_Konasana,89.06,30.56,146.16,173.26,152.07,136.26,43.74,72.35
File50.png,Baddha_Konasana,171.46,176.27,1.52,53.62,119.07,124.05,47.13,110.6
File51.png,Baddha_Konasana,168.06,174.05,34.24,34.46,107.53,110.56,35.94,38.38
File52.png,Baddha_Konasana,151.34,149.29,39.67,42.3,126.78,123.87,5.15,6.82
File53.png,Baddha_Konasana,119.86,146.8,22.37,21.76,85.95,74.76,26.74,27.85
File54.png,Baddha_Konasana,105.47,116.73,36.34,23.0,62.18,76.89,42.4,33.92
File55.png,Baddha_Konasana,125.62,165.02,37.42,34.96,57.19,70.07,7.22,7.33
File56.png,Baddha_Konasana,175.35,176.43,7.15,9.72,55.52,57.61,32.8,32.57
File58.png,Baddha_Konasana,169.15,166.53,8.15,8.05,86.57,88.56,16.55,14.33
File59.jpg,Baddha_Konasana,131.05,122.36,14.76,19.9,91.3,94.28,16.14,18.25
File6.png,Baddha_Konasana,165.92,166.64,4.09,6.17,73.07,74.4,16.93,14.07
File60.png,Baddha_Konasana,152.96,144.86,35.78,34.72,131.09,131.37,11.98,10.79
File61.png,Baddha_Konasana,178.34,174.13,5.08,59.75,89.54,179.36,20.42,19.29
File62.png,Baddha_Konasana,175.35,176.43,7.15,9.72,55.52,57.61,32.8,32.57
File63.png,Baddha_Konasana,121.2,133.56,31.03,30.77,100.32,109.58,52.39,82.48
File64.png,Baddha_Konasana,175.19,172.78,2.8,0.53,51.27,54.84,11.37,13.98
File65.png,Baddha_Konasana,106.6,133.12,29.05,28.12,83.83,70.87,17.93,19.84
File7.png,Baddha_Konasana,168.15,167.1,22.64,22.56,72.87,71.31,18.58,18.63
File8.png,Baddha_Konasana,173.78,175.33,2.86,3.36,81.23,87.16,15.59,15.66
File9.png,Baddha_Konasana,172.33,163.46,34.52,8.49,169.39,107.92,151.99,42.19
File1.png,Bakasana,154.76,158.78,84.27,81.32,20.1,21.53,39.24,45.47
File10.png,Bakasana,147.7,150.06,90.89,87.61,21.56,25.03,38.76,46.16
File12.png,Bakasana,157.13,158.41,81.83,81.99,25.74,28.08,42.23,47.84
File13.png,Bakasana,131.38,133.35,80.61,79.49,14.46,20.25,53.08,63.11
File14.png,Bakasana,148.74,174.36,166.44,146.56,5.19,24.89,18.29,19.43
File15.png,Bakasana,114.26,147.44,64.49,71.42,25.09,27.96,31.58,32.9
File16.png,Bakasana,137.7,128.19,88.57,85.92,46.19,46.51,43.8,55.08
File18.png,Bakasana,147.42,130.67,85.24,81.64,49.5,45.54,106.17,118.09
File19.png,Bakasana,153.06,137.81,63.14,55.42,76.93,74.89,94.17,109.66
File2.png,Bakasana,145.83,148.79,89.25,86.66,17.86,19.94,43.58,50.38
File20.png,Bakasana,139.5,133.87,82.53,88.93,21.98,18.37,46.84,42.93
File21.png,Bakasana,145.98,150.25,74.64,75.18,33.35,48.85,128.33,82.05
File22.png,Bakasana,138.64,155.17,86.92,88.72,20.04,24.4,62.42,81.62
File24.png,Bakasana,148.53,146.9,80.56,85.75,22.59,17.9,50.1,49.91
File25.png,Bakasana,166.29,161.86,96.11,86.74,22.63,25.07,55.95,61.84
File26.png,Bakasana,160.72,159.0,64.94,63.24,8.43,14.32,31.48,38.62
File27.png,Bakasana,132.03,142.3,75.38,85.9,21.99,18.59,87.44,83.24
File28.png,Bakasana,154.0,156.54,76.7,82.13,23.72,18.64,48.83,43.03
File29.png,Bakasana,163.3,157.35,93.82,89.64,17.98,19.33,40.52,49.43
File3.png,Bakasana,151.28,155.92,173.5,179.85,15.51,8.42,70.18,59.18
File30.png,Bakasana,122.8,129.34,95.58,92.76,15.83,19.22,47.34,55.91
File31.png,Bakasana,132.49,131.69,56.72,60.9,7.11,1.88,40.44,37.18
File32.png,Bakasana,135.08,141.43,84.67,83.33,13.31,16.96,42.32,49.18
File33.png,Bakasana,145.16,148.9,92.31,89.61,17.81,20.3,46.41,51.4
File34.png,Bakasana,138.28,141.71,86.14,77.69,12.14,16.56,90.56,92.79
File35.png,Bakasana,159.2,159.76,93.7,91.9,15.49,16.8,30.5,33.84
File36.png,Bakasana,147.36,152.72,78.1,80.21,17.09,19.67,41.25,48.13
File37.png,Bakasana,147.34,151.24,113.46,105.68,13.48,18.17,49.52,54.25
File38.png,Bakasana,142.12,179.05,94.79,163.87,21.55,26.66,101.93,108.89
File39.png,Bakasana,125.3,124.34,64.99,54.87,7.1,25.15,41.72,40.86
File40.png,Bakasana,105.85,123.9,139.78,151.25,4.92,18.34,32.53,52.11
File41.png,Bakasana,155.19,167.38,81.53,90.29,24.96,19.56,51.08,46.55
File42.png,Bakasana,163.04,165.62,91.71,97.74,20.5,19.86,62.24,54.13
File43.png,Bakasana,146.06,158.91,82.27,86.89,14.04,21.47,45.07,47.35
File44.png,Bakasana,128.62,121.14,84.5,87.12,29.07,27.38,67.94,65.59
File45.png,Bakasana,132.31,114.36,80.11,80.86,37.23,35.66,49.94,59.45
File46.png,Bakasana,144.88,146.68,88.19,81.5,13.37,17.1,51.83,59.73
File47.png,Bakasana,176.22,177.97,87.68,86.08,25.98,22.67,48.64,44.67
File48.png,Bakasana,159.44,164.03,77.45,84.55,15.72,9.49,51.72,47.62
File49.png,Bakasana,90.09,76.78,65.51,79.94,14.25,2.93,78.02,78.34
File5.png,Bakasana,131.53,133.61,88.1,80.53,16.3,22.26,36.77,41.38
File50.png,Bakasana,147.93,155.56,75.17,77.49,21.79,19.46,32.2,38.75
File51.png,Bakasana,141.48,126.57,107.91,91.22,28.98,34.64,82.54,85.47
File52.png,Bakasana,83.0,119.86,34.22,107.56,5.73,28.73,146.37,116.87
File53.png,Bakasana,138.65,144.41,66.97,65.91,15.1,18.55,55.14,58.56
File54.png,Bakasana,142.88,119.25,70.35,77.49,15.78,5.83,81.26,83.34
File55.png,Bakasana,133.29,138.21,68.81,79.92,17.14,11.76,46.53,45.94
File56.png,Bakasana,128.99,146.46,38.5,60.95,58.83,46.11,52.64,49.53
File57.png,Bakasana,138.3,138.6,61.16,71.96,23.96,19.69,41.24,44.61
File58.png,Bakasana,139.22,139.8,71.9,79.26,25.23,20.42,79.66,76.76
File59.png,Bakasana,130.5,135.05,58.29,78.48,27.75,19.33,67.03,59.51
File6.png,Bakasana,107.14,109.97,56.03,52.8,5.07,6.22,39.23,47.15
File60.png,Bakasana,142.72,141.14,69.28,60.66,18.18,22.49,41.42,48.41
File61.png,Bakasana,161.3,165.7,86.69,81.85,23.44,34.29,46.42,55.68
File62.png,Bakasana,106.65,97.55,89.35,88.15,18.29,17.39,63.56,59.43
File63.png,Bakasana,150.82,149.63,74.85,67.3,16.16,18.92,41.69,50.1
File64.png,Bakasana,151.58,148.47,87.18,95.88,26.56,17.2,60.4,56.72
File65.png,Bakasana,154.89,154.01,101.27,110.25,27.0,21.76,65.56,67.02
File66.png,Bakasana,138.54,130.53,70.62,73.02,20.07,12.62,67.98,64.3
File67.png,Bakasana,172.85,172.02,117.09,118.46,50.37,45.49,126.48,124.08
File7.png,Bakasana,124.08,126.5,70.1,62.26,10.04,14.77,49.63,61.41
File8.png,Bakasana,140.47,143.66,77.57,85.66,34.61,20.59,81.79,57.23
File9.png,Bakasana,134.92,140.93,82.77,80.32,17.91,19.82,69.67,76.53
File1.png,Balasana,66.68,68.32,112.01,125.9,59.71,56.17,37.71,45.35
File10.png,Balasana,160.69,149.85,151.27,146.92,37.13,39.85,63.27,57.15
File11.png,Balasana,149.39,141.69,150.58,138.58,30.47,33.53,66.93,56.29
File12.png,Balasana,157.75,164.98,51.33,72.33,32.86,28.53,88.16,71.76
File13.png,Balasana,156.14,155.76,124.13,133.65,49.8,41.03,65.02,58.6
File14.png,Balasana,145.27,140.05,148.43,138.27,29.67,33.26,64.48,53.94
File15.png,Balasana,158.11,154.88,149.67,146.83,37.08,40.18,66.6,54.45
File16.png,Balasana,83.24,114.08,19.69,140.39,38.68,41.67,47.04,42.24
File17.png,Balasana,154.96,160.19,130.77,145.92,44.99,34.56,58.57,51.15
File18.png,Balasana,173.93,172.65,165.44,171.92,39.76,17.12,60.08,1.94
File2.png,Balasana,147.36,169.67,62.35,43.46,20.68,27.46,44.99,50.94
File20.png,Balasana,144.59,108.14,125.75,48.76,33.24,21.61,72.39,52.48
File21.png,Balasana,151.4,123.57,126.69,120.47,41.55,46.44,55.62,62.73
File22.png,Balasana,162.17,158.76,40.14,62.88,39.09,36.42,54.89,48.91
File23.png,Balasana,133.98,144.36,157.73,137.39,35.94,43.0,57.29,61.42
File24.png,Balasana,140.81,141.59,137.1,136.3,35.54,37.64,47.46,50.38
File27.png,Balasana,148.12,142.36,145.17,142.2,36.81,40.84,56.49,49.15
File28.png,Balasana,167.42,170.82,155.66,162.98,32.39,30.24,40.12,34.51
File29.png,Balasana,109.87,117.81,71.03,70.87,88.57,83.53,54.88,52.97
File3.png,Balasana,101.88,151.08,135.89,130.29,42.49,48.9,52.03,63.25
File30.png,Balasana,146.1,121.44,133.81,134.3,43.13,37.83,60.45,45.4
File31.png,Balasana,161.11,150.38,138.74,134.33,41.36,44.09,49.45,48.17
File32.png,Balasana,134.49,108.1,69.49,76.67,87.12,81.6,42.86,40.64
File33.png,Balasana,168.05,152.24,152.68,148.35,36.31,31.88,56.19,47.45
File34.png,Balasana,145.58,164.05,55.97,44.7,21.1,26.45,37.77,40.29
File35.png,Balasana,149.53,147.15,53.5,44.44,13.19,40.43,97.84,134.28
File36.png,Balasana,156.42,152.69,170.89,172.56,28.45,29.07,89.68,75.26
File37.png,Balasana,167.04,162.85,137.13,137.22,44.98,43.73,65.56,55.63
File38.png,Balasana,125.52,123.89,101.64,113.62,59.32,57.29,55.43,51.07
File39.png,Balasana,142.92,148.37,55.97,56.34,23.91,15.62,115.33,101.12
File40.png,Balasana,150.62,131.53,142.39,146.4,38.63,34.33,59.69,43.08
File41.png,Balasana,142.5,154.12,70.64,35.55,25.72,20.02,38.34,60.21
File42.png,Balasana,129.07,134.99,140.22,137.72,31.29,35.2,50.81,58.84
File43.png,Balasana,173.38,169.24,47.7,38.31,39.14,43.19,53.63,62.69
File44.png,Balasana,160.24,151.4,122.14,149.58,48.06,43.78,64.83,54.29
File45.jpg,Balasana,174.16,48.96,23.01,15.24,54.89,75.88,101.14,136.69
File47.png,Balasana,133.8,137.83,139.92,142.14,29.08,31.59,51.41,59.69
File48.png,Balasana,165.84,159.9,147.65,147.28,38.23,33.27,55.0,46.47
File49.png,Balasana,175.83,155.36,28.3,48.73,33.9,20.99,32.36,33.91
File5.png,Balasana,139.51,145.65,138.75,134.44,44.55,48.89,74.14,64.81
File50.png,Balasana,149.68,163.54,168.47,153.95,25.15,42.59,38.43,87.75
File51.png,Balasana,150.26,179.05,58.57,40.81,15.38,26.39,45.11,56.54
File52.jpg,Balasana,135.62,139.36,87.14,0.44,40.73,45.76,41.23,65.79
File53.png,Balasana,170.53,130.78,42.16,73.78,36.58,38.97,72.07,43.57
File54.png,Balasana,137.42,158.18,2.61,14.17,157.92,150.68,58.09,149.84
File55.png,Balasana,104.97,138.44,122.8,121.88,55.26,73.42,49.78,38.03
File56.png,Balasana,164.33,170.25,162.82,156.19,27.51,31.21,52.35,56.19
File57.png,Balasana,146.78,158.61,20.32,60.42,29.83,13.39,46.51,45.36
File59.png,Balasana,174.66,142.01,161.25,156.55,71.87,53.84,146.02,18.43
File6.png,Balasana,126.47,124.36,128.99,127.83,35.52,34.86,55.59,47.52
File61.png,Balasana,151.0,149.21,143.99,142.71,35.7,36.51,37.47,44.94
File62.jpg,Balasana,135.0,135.88,154.35,153.04,32.42,27.53,62.9,50.64
File63.png,Balasana,144.62,142.64,149.09,149.01,29.18,28.25,54.31,43.3
File7.png,Balasana,173.38,177.62,34.0,38.01,28.76,27.66,34.79,34.2
File8.png,Balasana,160.43,163.09,170.88,161.51,21.72,26.85,21.76,33.81
File9.png,Balasana,127.85,136.18,131.69,135.76,35.73,35.62,53.45,61.96
File1.png,Bitilasana,176.18,175.95,62.05,63.21,123.49,122.59,90.06,94.65
File10.png,Bitilasana,177.73,175.12,76.27,72.58,111.84,115.47,82.85,83.72
File11.png,Bitilasana,172.6,172.07,92.94,98.15,91.28,88.21,78.83,80.46
File12.png,Bitilasana,172.31,172.72,74.5,70.15,105.77,112.07,85.91,92.51
File13.png,Bitilasana,173.77,172.61,75.44,74.01,103.79,106.57,84.65,85.57
File14.png,Bitilasana,175.72,176.01,73.44,71.65,108.19,114.56,89.91,95.89
File15.png,Bitilasana,178.93,179.65,51.79,61.43,143.02,129.85,85.08,80.18
File16.png,Bitilasana,176.93,176.74,70.38,64.8,114.67,118.84,87.71,92.63
File17.png,Bitilasana,179.76,178.18,68.94,68.49,113.41,113.76,88.8,87.04
File18.png,Bitilasana,175.19,173.88,39.97,44.4,164.76,168.63,67.17,65.55
File2.png,Bitilasana,171.72,170.86,81.23,84.35,93.84,89.41,77.59,76.65
File20.png,Bitilasana,160.87,161.45,78.01,72.16,104.81,113.54,75.13,81.66
File21.png,Bitilasana,170.8,171.06,65.23,68.87,116.18,114.31,80.88,76.29
File22.png,Bitilasana,176.37,176.65,76.25,70.32,108.44,114.14,97.88,94.56
File23.png,Bitilasana,174.7,176.07,79.94,80.02,102.11,104.17,78.24,79.94
File24.png,Bitilasana,166.0,162.51,53.18,56.02,132.07,126.83,73.83,64.47
File25.png,Bitilasana,171.85,173.24,88.52,92.55,98.86,96.17,85.93,95.58
File26.png,Bitilasana,174.48,177.19,69.64,66.05,110.87,116.86,89.87,93.34
File27.png,Bitilasana,177.48,178.39,67.93,64.9,122.58,127.77,83.77,90.08
File29.png,Bitilasana,168.22,179.49,36.32,49.17,102.68,115.05,63.81,69.55
File3.png,Bitilasana,177.37,173.25,65.8,67.62,117.72,112.53,92.56,89.17
File30.png,Bitilasana,176.19,178.04,67.04,70.37,123.1,121.14,92.74,89.84
File31.png,Bitilasana,176.85,172.08,53.19,39.28,179.9,177.79,130.0,121.44
File32.png,Bitilasana,174.5,173.86,53.17,43.81,152.46,159.15,94.71,99.97
File33.png,Bitilasana,179.05,178.64,66.32,65.13,117.4,119.03,83.52,86.9
File34.png,Bitilasana,176.63,176.89,64.02,67.68,118.87,117.22,93.99,91.06
File35.png,Bitilasana,178.9,179.38,71.21,64.4,124.37,129.94,96.09,103.07
File36.png,Bitilasana,162.5,174.09,44.52,51.92,104.06,152.45,137.07,105.48
File37.png,Bitilasana,178.48,177.84,70.34,69.97,129.76,125.4,123.01,93.09
File38.png,Bitilasana,176.9,179.3,41.83,46.42,158.17,153.65,103.31,51.15
File39.png,Bitilasana,176.4,174.32,75.3,71.26,107.18,111.09,92.85,97.32
File4.png,Bitilasana,169.77,171.2,72.98,69.92,115.8,117.93,96.72,102.06
File40.png,Bitilasana,178.06,175.71,75.32,74.66,114.36,113.81,94.05,90.92
File41.png,Bitilasana,178.13,179.8,73.08,74.04,111.49,114.05,71.43,76.53
File42.png,Bitilasana,172.13,167.64,29.37,24.28,138.31,68.85,148.56,83.73
File43.png,Bitilasana,179.82,176.16,67.83,70.6,107.12,100.96,86.99,80.33
File44.png,Bitilasana,177.8,179.85,58.08,66.41,136.37,125.72,100.22,93.24
File45.png,Bitilasana,170.68,175.52,79.2,80.25,99.7,104.74,73.33,70.76
File46.png,Bitilasana,178.67,178.51,77.48,77.06,104.17,107.29,69.56,77.31
File47.png,Bitilasana,172.97,174.28,65.8,67.27,109.66,113.06,82.71,86.37
File48.png,Bitilasana,172.74,177.12,34.31,50.54,170.06,156.66,130.01,77.86
File49.png,Bitilasana,176.92,178.37,67.31,62.6,115.47,120.33,84.75,88.79
File5.png,Bitilasana,175.08,172.83,93.83,91.95,90.34,92.21,92.78,94.23
File50.png,Bitilasana,167.19,170.05,18.3,20.37,128.31,127.96,161.78,163.44
File51.png,Bitilasana,177.48,177.9,68.84,68.78,104.02,105.65,74.67,72.94
File52.png,Bitilasana,177.67,178.2,87.24,89.03,84.93,83.12,78.76,81.66
File53.png,Bitilasana,177.06,174.65,71.6,68.65,115.32,121.15,88.94,94.22
File54.png,Bitilasana,172.79,173.59,70.21,67.91,111.97,115.06,90.3,94.2
