imagem,classe,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8
181.jpg,Eagle_Pose_or_Garudasana_,144.82,134.37,67.32,86.03,118.75,164.57,44.92,91.44
328.jpg,Eagle_Pose_or_Garudasana_,54.39,133.26,83.32,96.4,126.17,162.26,66.24,151.46
File56.png,Eagle_Pose_or_Garudasana_,156.26,117.16,114.59,99.22,106.18,116.3,51.79,28.87
139.jpg,Eagle_Pose_or_Garudasana_,82.05,80.03,90.77,97.0,127.97,112.74,124.07,75.9
267.jpg,Eagle_Pose_or_Garudasana_,155.3,159.65,129.05,127.75,50.34,55.44,19.53,29.49
File37.png,Eagle_Pose_or_Garudasana_,87.52,83.46,130.49,134.65,46.03,43.34,54.32,53.4
433.jpg,Eagle_Pose_or_Garudasana_,153.84,122.05,149.51,129.57,172.39,117.71,139.47,52.37
File66.png,Eagle_Pose_or_Garudasana_,156.58,137.33,55.33,122.61,122.46,80.97,29.78,58.83
142.jpg,Eagle_Pose_or_Garudasana_,144.14,155.98,125.89,112.65,107.2,99.21,73.88,36.37
354.jpg,Eagle_Pose_or_Garudasana_,73.86,87.13,129.2,131.27,43.73,62.13,49.64,58.94
91.jpg,Eagle_Pose_or_Garudasana_,161.65,94.96,127.44,138.93,131.95,45.42,124.72,20.04
File34.png,Eagle_Pose_or_Garudasana_,59.3,154.47,135.77,87.92,56.92,100.22,38.87,50.44
File4.png,Eagle_Pose_or_Garudasana_,175.69,173.83,138.78,141.1,47.19,41.8,16.69,7.21
File35.png,Eagle_Pose_or_Garudasana_,88.67,72.16,90.44,102.34,105.15,119.61,77.47,89.99
97.jpg,Eagle_Pose_or_Garudasana_,118.61,81.35,69.37,66.98,115.95,134.82,144.44,114.78
332.jpg,Eagle_Pose_or_Garudasana_,94.19,56.03,76.76,69.98,116.9,113.96,115.25,115.1
File17.png,Eagle_Pose_or_Garudasana_,157.27,153.03,153.73,158.08,30.92,37.42,12.64,21.42
File33.png,Eagle_Pose_or_Garudasana_,171.1,168.38,115.01,123.5,70.64,90.97,17.58,46.39
File31.png,Eagle_Pose_or_Garudasana_,147.88,130.38,116.54,101.21,61.68,36.94,31.86,27.11
File39.png,Eagle_Pose_or_Garudasana_,112.74,128.27,120.86,130.64,73.5,115.83,34.45,81.67
24.jpg,Eagle_Pose_or_Garudasana_,75.86,73.51,121.63,119.79,85.63,123.25,81.71,130.54
File9.png,Eagle_Pose_or_Garudasana_,146.44,120.76,124.47,66.33,20.44,22.43,58.52,109.44
104.jpg,Eagle_Pose_or_Garudasana_,134.57,135.35,93.78,95.04,149.62,119.21,104.17,81.63
152.jpg,Eagle_Pose_or_Garudasana_,147.94,144.06,105.41,94.94,109.93,135.54,62.47,86.11
340.jpg,Eagle_Pose_or_Garudasana_,78.05,164.32,115.11,162.78,114.33,169.08,61.31,145.64
File6.png,Eagle_Pose_or_Garudasana_,170.0,170.26,141.97,129.73,80.0,61.37,57.3,15.42
560.jpg,Eagle_Pose_or_Garudasana_,138.79,156.15,94.07,86.55,160.99,111.42,112.17,53.29
355.jpg,Eagle_Pose_or_Garudasana_,158.05,149.71,90.74,116.81,92.85,144.06,22.53,105.71
File46.png,Eagle_Pose_or_Garudasana_,68.79,74.96,140.35,126.3,68.0,98.05,56.1,71.14
135.jpg,Eagle_Pose_or_Garudasana_,86.04,115.14,84.95,15.7,108.9,161.9,32.54,145.09
197.jpg,Eagle_Pose_or_Garudasana_,141.69,149.13,93.9,110.23,99.02,146.39,58.55,94.78
351.jpg,Eagle_Pose_or_Garudasana_,152.67,150.41,62.87,85.69,112.63,111.2,29.04,53.48
179.jpg,Eagle_Pose_or_Garudasana_,105.21,111.96,78.2,61.53,121.36,115.54,124.48,92.66
File59.png,Eagle_Pose_or_Garudasana_,151.61,162.34,85.47,118.3,89.8,61.29,31.1,20.26
361.jpg,Eagle_Pose_or_Garudasana_,133.79,122.9,67.99,83.53,98.33,159.7,37.61,101.4
420.jpg,Eagle_Pose_or_Garudasana_,146.31,172.14,90.47,90.25,109.98,156.81,66.53,118.05
File53.png,Eagle_Pose_or_Garudasana_,156.57,162.82,115.1,130.42,58.24,113.3,33.27,91.51
482.jpg,Eagle_Pose_or_Garudasana_,143.43,117.79,96.74,102.08,110.07,110.82,60.0,75.73
File41.png,Eagle_Pose_or_Garudasana_,113.23,132.4,107.08,120.02,70.49,120.38,24.5,87.4
265.jpg,Eagle_Pose_or_Garudasana_,124.59,97.29,120.27,91.05,35.14,21.81,71.61,47.1
File1.png,Eagle_Pose_or_Garudasana_,74.33,111.35,120.14,85.14,75.22,77.36,105.31,47.45
475.jpg,Eagle_Pose_or_Garudasana_,103.16,91.11,125.5,128.28,84.93,148.95,44.52,141.91
File67.png,Eagle_Pose_or_Garudasana_,162.32,153.34,46.54,91.42,134.45,109.98,38.38,44.52
53.jpg,Eagle_Pose_or_Garudasana_,102.7,95.68,76.36,90.87,105.19,85.12,114.12,100.13
File3.png,Eagle_Pose_or_Garudasana_,99.19,107.98,115.98,96.9,86.36,75.61,58.03,54.11
266.jpg,Eagle_Pose_or_Garudasana_,128.31,129.21,80.19,77.6,170.86,167.92,108.47,109.0
84.jpg,Eagle_Pose_or_Garudasana_,76.68,62.63,121.73,100.25,119.75,119.68,89.21,112.58
File38.png,Eagle_Pose_or_Garudasana_,127.27,59.91,116.29,143.39,75.72,38.13,50.33,30.92
123.jpg,Eagle_Pose_or_Garudasana_,56.68,106.1,67.88,56.49,133.3,170.26,53.15,160.23
592.jpg,Eagle_Pose_or_Garudasana_,73.87,155.11,107.19,89.84,75.22,132.01,31.11,69.66
File18.png,Eagle_Pose_or_Garudasana_,132.41,68.9,137.79,140.27,59.75,52.17,55.73,47.6
File52.png,Eagle_Pose_or_Garudasana_,138.06,71.97,104.77,117.91,100.83,103.4,73.93,88.18
File26.png,Eagle_Pose_or_Garudasana_,161.41,164.31,129.81,135.76,54.17,78.58,12.36,49.7
File50.png,Eagle_Pose_or_Garudasana_,151.87,168.18,120.97,120.51,64.52,72.47,23.38,19.13
277.jpg,Eagle_Pose_or_Garudasana_,158.98,84.62,108.58,122.09,136.96,96.53,148.6,53.55
File44.png,Eagle_Pose_or_Garudasana_,164.13,117.61,36.52,28.8,53.02,36.18,138.22,130.07
223.jpg,Eagle_Pose_or_Garudasana_,73.09,142.46,104.06,106.28,117.65,123.63,52.47,81.04
File13.png,Eagle_Pose_or_Garudasana_,81.17,79.01,136.9,126.05,65.45,60.17,76.09,60.04
7.jpg,Eagle_Pose_or_Garudasana_,157.54,155.49,114.94,112.37,127.56,79.51,81.07,13.52
File63.png,Eagle_Pose_or_Garudasana_,148.7,156.42,140.44,132.0,21.81,55.73,27.94,44.35
File19.png,Eagle_Pose_or_Garudasana_,128.74,160.55,118.46,141.37,64.93,75.7,10.19,49.61
147.jpg,Eagle_Pose_or_Garudasana_,144.27,80.27,107.01,117.78,132.86,76.57,97.72,43.58
File65.png,Eagle_Pose_or_Garudasana_,116.79,77.33,86.0,105.5,77.94,51.13,98.94,43.65
448.jpg,Eagle_Pose_or_Garudasana_,86.59,104.93,140.63,131.56,68.33,84.07,72.88,66.71
File49.png,Eagle_Pose_or_Garudasana_,80.03,93.08,125.99,105.51,93.23,73.12,126.36,59.93
File15.png,Eagle_Pose_or_Garudasana_,103.9,101.41,96.35,120.2,84.32,75.82,69.55,85.97
File55.png,Eagle_Pose_or_Garudasana_,170.54,165.04,126.92,156.92,67.31,121.18,21.72,103.62
249.jpg,Eagle_Pose_or_Garudasana_,136.79,55.35,103.07,125.75,127.04,54.1,118.54,28.75
File45.png,Eagle_Pose_or_Garudasana_,166.33,169.05,135.39,138.12,62.69,79.0,35.27,45.4
File51.png,Eagle_Pose_or_Garudasana_,64.98,90.49,119.42,99.66,85.52,107.66,135.55,94.89
File14.png,Eagle_Pose_or_Garudasana_,87.52,100.81,122.11,122.42,118.92,144.73,102.77,152.0
File57.png,Eagle_Pose_or_Garudasana_,80.2,151.53,40.58,95.31,138.37,125.82,44.89,81.06
80.jpg,Eagle_Pose_or_Garudasana_,117.06,138.61,60.27,92.68,103.47,87.02,118.47,127.12
File7.png,Eagle_Pose_or_Garudasana_,93.68,132.66,121.02,129.73,51.89,52.11,64.51,62.1
File8.png,Eagle_Pose_or_Garudasana_,84.06,77.16,127.21,130.06,57.48,54.27,67.28,76.4
50.jpg,Eagle_Pose_or_Garudasana_,134.29,149.03,68.43,70.14,127.73,141.82,45.57,109.72
242.jpg,Eagle_Pose_or_Garudasana_,166.71,145.1,108.69,129.62,149.73,98.82,155.22,66.2
File43.png,Eagle_Pose_or_Garudasana_,106.64,101.73,94.84,102.6,95.41,74.33,45.78,55.4
File28.png,Eagle_Pose_or_Garudasana_,95.54,124.87,102.56,104.14,81.17,73.13,45.95,40.48
File68.png,Eagle_Pose_or_Garudasana_,77.38,157.52,110.72,62.65,79.17,107.19,40.44,109.3
File32.png,Eagle_Pose_or_Garudasana_,168.02,170.94,140.24,132.24,37.06,49.42,11.16,12.88
227.jpg,Eagle_Pose_or_Garudasana_,53.12,91.92,42.49,52.98,161.96,140.1,165.18,62.75
335.jpg,Eagle_Pose_or_Garudasana_,125.06,153.37,103.39,93.44,103.8,138.81,32.61,117.32
File11.png,Eagle_Pose_or_Garudasana_,159.05,63.67,70.67,109.51,105.55,87.1,147.75,48.82
449.jpg,Eagle_Pose_or_Garudasana_,82.18,129.26,92.19,64.02,76.33,72.4,88.61,60.43
File10.png,Eagle_Pose_or_Garudasana_,168.0,165.44,144.3,129.88,99.76,60.25,79.62,18.06
File25.png,Eagle_Pose_or_Garudasana_,151.39,57.73,86.94,119.78,87.87,69.79,74.16,44.46
File47.png,Eagle_Pose_or_Garudasana_,98.05,68.09,107.0,125.19,68.5,73.15,54.98,40.46
File27.png,Eagle_Pose_or_Garudasana_,101.81,91.96,144.37,137.74,41.87,42.77,91.65,73.01
File58.png,Eagle_Pose_or_Garudasana_,85.75,132.97,18.23,38.13,143.59,164.69,32.53,43.17
519.jpg,Eagle_Pose_or_Garudasana_,138.87,140.33,139.35,135.59,5.58,7.0,42.03,35.33
454.jpg,Eagle_Pose_or_Garudasana_,88.03,123.17,92.47,100.85,150.31,133.25,92.95,116.0
File42.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,134.53,178.0,65.47,90.3,162.17,160.89,168.26,171.57
File53.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,110.27,99.55,28.21,23.84,155.74,159.66,172.22,175.25
59.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,98.32,106.91,79.55,91.65,150.2,158.09,170.27,178.33
File11.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,151.29,162.61,56.12,57.38,149.46,164.64,151.53,153.85
File2.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,89.22,96.48,69.71,68.64,167.32,145.25,167.67,163.88
File49.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,116.76,97.07,74.15,82.4,153.75,151.26,159.31,163.67
File24.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,176.6,163.82,71.83,70.67,153.93,148.45,173.71,162.62
File37.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,150.68,169.65,59.45,59.09,160.22,165.01,160.31,172.1
File27.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,88.11,97.39,89.89,83.73,145.23,144.76,167.14,163.46
File1.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,141.56,166.3,60.18,75.29,151.49,163.57,160.73,164.37
File20.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,92.24,111.58,72.58,72.34,165.34,142.38,168.32,160.92
File8.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,98.97,104.66,36.48,46.41,168.91,148.9,168.97,164.27
File13.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,88.45,96.98,97.16,84.63,143.66,150.0,145.68,145.19
File15.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,98.7,81.1,66.42,67.8,151.36,164.08,154.01,162.99
File30.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,160.33,144.72,58.11,55.47,168.62,151.31,160.78,153.98
File25.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,148.02,174.43,64.7,67.58,159.04,154.58,157.99,175.91
File34.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,136.8,159.81,57.42,74.45,158.32,155.61,158.25,162.76
261.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,87.36,94.41,99.86,96.97,157.98,142.23,171.33,168.55
File31.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,92.95,109.99,95.07,89.57,154.75,147.51,173.26,167.08
File29.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,176.74,171.31,79.53,74.29,148.19,146.72,164.02,152.97
File18.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,176.58,166.05,70.46,66.2,150.82,151.11,164.37,157.6
File33.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,154.72,166.64,77.88,74.96,139.94,151.68,171.41,173.79
File23.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,94.07,120.6,93.88,94.77,148.46,145.53,167.33,156.86
File41.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,109.41,113.38,44.5,62.9,150.09,134.34,166.98,164.82
File47.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,166.95,154.84,64.47,55.4,165.84,153.65,172.39,160.68
File7.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,163.38,140.13,78.98,64.8,167.05,144.28,174.03,163.79
16.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,113.01,114.26,68.72,100.55,144.15,109.39,137.74,97.47
File26.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,165.59,176.74,64.61,70.06,149.82,146.83,152.59,171.6
File4.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,150.02,160.55,64.2,87.59,158.05,113.38,116.47,87.24
File38.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,152.06,163.5,79.1,79.09,142.74,145.74,165.83,171.41
File46.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,93.69,102.68,69.76,60.1,163.8,159.02,167.18,155.64
File50.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,111.61,124.35,93.31,98.32,149.14,145.92,167.33,163.53
46.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,84.26,86.31,79.25,79.58,167.29,147.5,178.02,169.71
File45.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,91.78,95.78,105.73,93.08,141.01,123.12,146.04,165.34
File28.png,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,91.67,103.24,90.02,86.98,157.75,147.52,168.39,164.45
464.jpg,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,85.84,112.29,91.64,85.05,155.54,149.55,161.91,157.11
1_71.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,96.44,102.2,137.45,165.37,112.96,121.36,107.79,169.16
2_134.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,119.95,99.95,48.6,65.88,77.56,144.36,152.12,94.01
1_621.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,125.78,131.55,133.88,143.04,93.94,130.78,75.1,146.0
1_702.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,106.57,140.06,165.01,152.82,105.35,117.29,82.26,127.29
2_80.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,131.92,98.84,159.5,129.37,79.01,119.94,144.17,103.06
1_531.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,126.62,137.65,151.73,128.06,124.81,105.1,168.75,103.71
1_501.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,125.94,140.66,144.6,168.39,154.3,111.44,169.25,98.06
1_480.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,127.54,141.0,165.07,166.04,160.42,71.27,119.22,81.42
1_150.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,128.91,134.46,161.73,151.12,108.35,152.83,78.25,143.83
1_614.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,151.76,109.28,164.53,153.64,111.62,109.36,146.1,128.93
1_295.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,142.01,74.6,160.86,135.87,105.92,130.61,113.08,164.67
1_545.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,122.76,140.34,172.18,171.73,52.46,154.42,51.95,152.01
1_110.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,144.25,114.11,144.06,165.34,103.66,131.48,85.14,169.74
1_49.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,127.07,140.41,172.42,148.19,109.67,119.24,86.11,121.55
1_2.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,100.7,144.39,149.48,153.58,115.93,116.43,84.82,130.05
1_760.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,74.1,109.39,150.09,135.02,125.05,119.88,177.41,116.53
2_407.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,137.87,85.62,130.88,166.59,77.33,123.32,70.09,142.38
1_714.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,120.68,153.78,164.86,140.65,101.06,115.85,69.14,127.46
2_50.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,114.72,139.47,172.49,149.19,108.11,111.06,83.76,117.81
1_679.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,127.96,154.13,137.53,174.08,134.7,98.38,165.14,106.68
1_743.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,122.5,69.48,109.88,37.26,94.63,171.43,128.56,175.15
1_89.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,80.94,129.58,140.01,159.1,99.39,117.44,68.39,136.83
1_395.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,148.77,126.84,149.43,173.01,116.46,145.42,120.66,171.45
1_122.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,138.82,95.27,161.15,151.21,116.41,128.74,97.05,163.76
1_748.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,122.91,160.06,161.09,146.49,114.12,105.89,98.58,127.52
1_28.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,92.31,137.55,167.01,145.14,117.96,106.76,176.7,116.0
1_273.jpg,Warrior_I_Pose_or_Virabhadrasana_I_,127.18,141.37,162.75,147.32,119.49,125.79,77.8,124.85
2_204.jpg,Tortoise_Pose,159.67,136.85,54.07,12.54,25.0,38.03,87.38,111.65
1_78.jpg,Tortoise_Pose,128.94,127.31,142.58,135.54,92.88,108.75,107.68,120.96
2_225.jpg,Tortoise_Pose,154.44,124.1,11.9,8.75,42.95,104.99,95.89,129.18
1_41.jpg,Tortoise_Pose,100.09,22.87,41.75,29.63,106.05,126.75,131.32,153.67
2_255.jpg,Tortoise_Pose,164.86,162.65,80.39,89.83,15.78,23.74,41.71,32.38
2_270.jpg,Tortoise_Pose,142.0,139.34,75.35,77.35,44.48,53.3,161.18,169.3
2_153.jpg,Tortoise_Pose,131.18,153.6,102.49,48.99,20.88,22.28,71.17,98.36
2_231.jpg,Tortoise_Pose,106.17,95.96,76.18,81.21,77.21,71.06,150.34,122.67
1_42.jpg,Tortoise_Pose,133.52,157.26,50.1,41.47,57.69,29.5,161.75,158.51
1_85.jpg,Tortoise_Pose,139.73,128.23,54.22,29.07,88.01,150.81,37.64,84.16
2_122.jpg,Tortoise_Pose,160.02,169.72,18.82,85.07,92.34,42.88,175.25,135.08
1_98.jpg,Tortoise_Pose,120.55,134.87,134.54,61.96,45.29,80.39,143.03,44.69
2_94.jpg,Tortoise_Pose,171.33,144.02,128.55,106.93,77.2,68.12,164.59,172.5
1_7.jpg,Tortoise_Pose,128.17,145.76,42.83,16.99,24.01,7.26,135.56,151.11
2_167.jpg,Tortoise_Pose,144.09,140.14,86.64,75.8,66.36,59.58,171.71,160.55
2_21.jpg,Tortoise_Pose,154.69,147.33,138.12,57.71,73.16,64.27,135.77,153.4
1_67.jpg,Tortoise_Pose,153.45,90.45,23.06,32.77,106.61,116.92,131.39,139.28
2_14.jpg,Tortoise_Pose,154.52,148.54,30.49,32.73,67.41,61.47,166.83,163.65
2_262.jpg,Tortoise_Pose,144.89,148.69,121.67,125.02,50.88,146.37,41.72,145.21
2_9.jpg,Tortoise_Pose,32.14,147.24,30.39,69.71,95.79,47.75,108.79,69.85
2_189.jpg,Tortoise_Pose,157.97,122.37,24.74,95.28,69.23,49.47,106.41,132.77
2_155.jpg,Tortoise_Pose,171.01,125.37,112.99,84.82,48.32,125.11,145.4,157.39
1_81.jpg,Tortoise_Pose,160.24,132.31,11.94,34.91,8.6,42.57,145.29,126.69
2_22.jpg,Tortoise_Pose,167.13,164.16,40.08,41.26,63.74,55.04,150.08,142.54
2_533.jpg,Tortoise_Pose,152.09,152.82,81.09,60.4,92.05,54.07,165.09,149.55
227.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,109.36,71.3,64.57,56.14,174.6,147.15,163.65,155.01
223.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,102.79,103.88,6.54,4.73,163.44,152.44,169.93,169.21
60.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,97.96,69.8,41.84,20.14,166.63,173.94,162.95,176.99
353.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,144.42,109.04,55.13,109.65,149.28,118.21,139.01,139.58
448.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,71.9,87.73,47.96,45.94,154.79,167.35,167.22,164.32
474.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,113.29,117.3,38.86,32.59,154.81,166.75,153.58,163.6
199.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,87.35,78.46,42.43,51.6,164.56,149.07,165.2,160.47
418.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,92.02,102.8,30.7,31.4,165.11,163.76,174.98,168.47
133.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,81.79,73.92,24.29,43.43,169.69,138.79,170.45,164.91
357.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,161.36,111.32,11.71,34.36,171.36,174.92,175.69,179.62
216.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,78.59,88.82,40.72,15.68,163.9,159.75,163.26,169.61
88.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,134.22,95.36,35.83,20.47,137.01,141.99,171.17,171.07
254.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,57.37,133.37,64.18,74.03,151.6,171.78,162.46,171.35
164.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,133.41,112.46,76.95,96.18,171.3,152.13,174.24,169.03
10.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,57.51,122.33,41.11,64.08,155.23,174.32,159.54,172.62
321.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,85.83,76.34,20.54,35.86,165.19,157.79,161.23,163.84
219.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,137.07,112.93,77.76,79.0,159.37,160.39,148.0,146.97
526.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,89.48,112.94,32.87,26.52,151.61,148.26,168.38,174.23
297.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,40.43,52.34,41.84,73.06,170.85,163.43,166.86,167.86
318.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,80.61,93.81,59.08,50.36,159.59,165.54,156.39,171.52
184.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,103.04,113.22,38.26,36.34,152.94,170.02,156.17,161.54
315.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,96.67,120.26,83.31,84.5,152.73,170.39,145.44,152.06
422.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,117.77,85.75,73.83,31.84,150.29,163.87,168.71,167.57
376.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,112.26,94.11,23.52,49.53,157.73,174.99,170.43,176.28
211.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,100.36,68.54,67.73,40.13,148.65,170.66,161.0,154.15
578.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,117.53,100.12,58.87,44.34,171.48,150.95,153.31,154.57
426.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,93.58,114.95,46.76,57.38,150.4,157.75,156.14,161.62
438.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,93.98,74.99,57.18,45.38,158.62,152.34,158.72,161.32
154.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,94.08,90.83,68.22,63.53,164.03,176.96,159.51,169.79
462.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,89.89,115.81,48.62,52.77,160.39,127.02,178.95,178.14
272.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,84.8,69.35,60.11,51.1,162.98,150.74,168.62,155.36
435.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,87.28,84.44,20.17,36.65,169.51,151.28,168.66,161.73
308.jpg,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,82.92,101.61,55.48,49.99,162.6,167.6,157.78,174.11
264.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,93.72,103.81,141.46,136.05,101.11,95.61,146.07,154.32
16.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,105.29,97.41,164.25,161.95,96.49,86.64,150.84,157.99
13.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,155.76,163.55,108.73,107.54,118.89,45.13,127.9,128.08
49.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,101.48,55.76,157.9,161.63,99.75,93.73,152.13,166.12
29.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,79.16,71.66,147.49,166.59,79.67,74.86,144.34,153.06
171.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,61.26,87.63,150.07,137.09,90.31,92.49,169.03,161.02
121.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,50.76,55.36,168.61,165.66,84.36,84.38,169.4,170.28
41.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,59.68,112.76,138.54,120.01,78.45,67.91,164.66,160.71
94.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,94.88,104.23,138.15,140.73,80.94,70.9,146.54,165.9
107.jpg,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,72.92,110.28,163.87,149.62,79.67,73.53,144.78,154.62
